Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,Moves,NumMoves
Rated Blitz game,https://lichess.org/xodTK5AX,2025.07.01,-,Wani122,wakayawaka,1-0,2025.07.01,00:00:25,2042,2063,+6,-6,A40,English Defense,300+0,Normal,1. d4 1... b6 2. e4 2... d6 3. f3 3... a6 4. Bd3 4... Nd7 5. Nh3 5... Bb7 6. Nf2 6... g6 7. Be3 7... Bg7 8. Nd2 8... h5 9. c3 9... e6 10. Qe2 10... Ngf6 11. O-O-O 11... c6 12. Kb1 12... b5 13. h3 13... a5 14. g4 14... h4 15. f4 15... a4 16. Rhg1 16... Qa5 17. Rdf1 17... b4 18. Nc4 18... Qc7 19. cxb4 19... c5 20. dxc5 20... dxc5 21. b5 21... O-O 22. g5 22... Nh5 23. e5 23... Ng3 24. Qc2 24... Nxf1 25. Rxf1 25... Nb6 26. Na3 26... Nd5 27. Bd2 27... Nb4 28. Bxb4 28... Rfc8 29. Bc3 29... c4 30. Be4 30... Bxe4 31. Nxe4 31... Rd8 32. Rd1 32... Rd5 33. Nd6 33... Qc5 34. Nb7 34... Qc7 35. Nd6 35... Rb8 36. Rxd5 36... exd5 37. Qd2 37... Bf8 38. Qxd5 38... Rb6 39. Bb4 39... c3 40. bxc3 40... Bxd6 41. exd6 41... Qd7 42. c4 42... Qxh3 43. d7 43... Qf1+ 44. Kb2 44... Qf2+ 45. Nc2 45... a3+ 46. Bxa3 46... Rb8 47. d8=Q+ 47... Rxd8 48. Qxd8+ 48... Kh7 49. Qf6 49... Kg8 50. Qd8+ 50... Kh7 51. Qd4 51... h3 52. Qxf2,51
Rated Blitz game,https://lichess.org/RnszpZY0,2025.07.01,-,Oizraelson,shirayukihayome,0-1,2025.07.01,00:00:25,1347,1392,-5,+5,B33,Sicilian Defense: Open,300+3,Normal,1. e4 1... c5 2. Nf3 2... Nc6 3. d4 3... cxd4 4. Nxd4 4... Nf6 5. Nc3 5... g6 6. Bb5 6... Bg7 7. O-O 7... a6 8. Bc4 8... O-O 9. Nxc6 9... bxc6 10. Qf3 10... e6 11. Re1 11... d5 12. Bd3 12... dxe4 13. Nxe4 13... Nxe4 14. Bxe4 14... Qb6 15. c3 15... Bd7 16. Rb1 16... a5 17. Be3 17... Qb7 18. Red1 18... a4 19. a3 19... Rad8 20. Bd4 20... Qb3 21. Bxc6 21... Bxc6 22. Qxc6 22... Bxd4 23. Rxd4 23... Qc2 24. Rbd1 24... Rxd4 25. Rxd4 25... Qc1+ 26. Rd1 26... Qxd1#,26
Rated Blitz game,https://lichess.org/fh5JQZ7J,2025.07.01,-,Miguelhuevero,profiterol,1-0,2025.07.01,00:00:25,1748,1710,+5,-6,B08,"Pirc Defense: Classical Variation, Schlechter Variation",300+3,Normal,1. d4 1... Nf6 2. Nf3 2... g6 3. Nc3 3... Bg7 4. e4 4... d6 5. h3 5... b6 6. Bc4 6... Bb7 7. Qe2 7... Nbd7 8. O-O 8... O-O 9. Bf4 9... Re8 10. e5 10... dxe5 11. dxe5 11... Nh5 12. Bh2 12... Bxf3 13. Qxf3 13... Rf8 14. e6 14... fxe6 15. Bxe6+ 15... Kh8 16. Qg4 16... Ndf6 17. Qc4 17... Ne8 18. Rad1 18... Nd6 19. Qb3 19... Qe8 20. Bxd6 20... exd6 21. Ne4 21... Nf4 22. Ng5 22... Nxe6 23. Nxe6 23... Rc8 24. Nxf8 24... Qxf8 25. Rd3 25... Qf4 26. Rf3 26... Qh4 27. Re1 27... Be5 28. Rf7 28... Re8 29. Rf1 29... g5 30. Rxc7 30... g4 31. Qf7 31... Rd8 32. Qf5 32... gxh3 33. Qxh3 33... Qxh3 34. gxh3 34... Rg8+ 35. Kh1 35... d5 36. f4 36... Bxc7 37. f5 37... Rg3 38. f6 38... Rxh3+ 39. Kg2 39... Rg3+ 40. Kf2 40... Rf3+ 41. Kxf3 41... Kg8 42. Kg4 42... Kf7 43. Kg5 43... Be5 44. Kf5 44... Bxf6 45. Rh1 45... Bxb2 46. Rxh7+ 46... Bg7 47. a4 47... d4 48. Ke4 48... Kg8 49. Rh5 49... a6 50. Rd5 50... b5 51. axb5 51... a5 52. b6 52... Bf6 53. b7,52
Rated Blitz game,https://lichess.org/OmxbPquf,2025.07.01,-,feras45555,Revansch,1-0,2025.07.01,00:00:25,1336,1241,+4,-5,C23,Bishop's Opening: Philidor Counterattack,300+3,Normal,1. e4 1... e5 2. Bc4 2... c6 3. Nf3 3... f6 4. Nc3 4... b5 5. Be2 5... b4 6. Nb1 6... Ba6 7. a3 7... Bxe2 8. Qxe2 8... Qb6 9. axb4 9... Bxb4 10. O-O 10... Ne7 11. c3 11... Bd6 12. b4 12... c5 13. Na3 13... cxb4 14. Nc4 14... Qb7 15. Nxd6+,14
Rated Blitz game,https://lichess.org/M5fAlsJF,2025.07.01,-,standbike,amrabel1,1/2-1/2,2025.07.01,00:00:25,1052,953,-2,+1,C40,Elephant Gambit,300+3,Normal,1. e4 1... e5 2. Nf3 2... d5 3. Bb5+ 3... Bd7 4. Bxd7+ 4... Qxd7 5. Nxe5 5... Qe7 6. d4 6... c5 7. O-O 7... cxd4 8. Qxd4 8... f6 9. Qa4+ 9... Nd7 10. Nxd7 10... Qxd7 11. Qxd7+ 11... Kxd7 12. exd5 12... Rd8 13. c4 13... Kc7 14. Bf4+ 14... Kc8 15. Nc3 15... g5 16. Be3 16... a6 17. Na4 17... b5 18. cxb5 18... axb5 19. Nc5 19... Rxd5 20. Rac1 20... Kb8 21. Rfd1 21... Rxd1+ 22. Rxd1 22... Bxc5 23. Bxc5 23... Nh6 24. Rd6 24... Rf8 25. f3 25... Rf7 26. Rb6+ 26... Kc7 27. Rxb5 27... Rd7 28. Ra5 28... Nf7 29. Ra7+ 29... Kc6 30. Bf2 30... Ne5 31. Rxd7 31... Nxd7 32. Bd4 32... f5 33. Bg7 33... Kb5 34. Bh6 34... g4 35. fxg4 35... fxg4 36. Kf2 36... Kc4 37. Kg3 37... Nc5 38. Kxg4 38... Kd3 39. h4 39... Kc2 40. Kf5 40... Kxb2 41. g4 41... Kxa2 42. Kf6 42... Ne4+ 43. Kg7 43... Kb2 44. Kxh7 44... Kc3 45. Kg6 45... Kc4 46. Bf4 46... Kd5 47. h5 47... Ke6 48. h6 48... Nf6 49. g5 49... Ne4 50. h7 50... Ke7 51. h8=Q 51... Ke6 52. Qe5+ 52... Kd7 53. Qxe4 53... Kd8 54. Kf6 54... Kc8 55. g6 55... Kd8 56. g7 56... Kd7 57. g8=Q,56
Rated Blitz game,https://lichess.org/KU5m76Du,2025.07.01,-,Ril14,Dmitri_CA,0-1,2025.07.01,00:00:25,1189,1196,-5,+24,C21,Danish Gambit Accepted,300+3,Normal,1. e4 1... e5 2. d4 2... exd4 3. c3 3... dxc3 4. Bc4 4... Bb4 5. Bxf7+? 5... Kxf7 6. Qb3+ 6... d5 7. Qxb4 7... c2 8. Nc3 8... d4 9. Nd5 9... d3? 10. Bf4? 10... Nc6?! 11. Qb3?! 11... Be6?! 12. Qxb7?? 12... Bxd5 13. exd5 13... Na5? 14. Qxc7+?? 14... Qxc7 15. Bxc7 15... Nb7?? 16. Nf3 16... Nf6? 17. d6? 17... Rhe8+ 18. Kd2 18... Nc5 19. Rhe1 19... Nfe4+?!,19
Rated Blitz game,https://lichess.org/xBWSsoEH,2025.07.01,-,CrystalShyps,salvo57,0-1,2025.07.01,00:00:25,1429,1425,-6,+5,D00,Queen's Pawn Game: Accelerated London System,300+3,Normal,1. d4 1... d5 2. Bf4 2... Nf6 3. e3 3... Nc6 4. Nf3 4... Bg4 5. h3 5... Bh5 6. Bd3 6... Ne4 7. O-O 7... e6 8. Be2 8... Bg6 9. Nbd2 9... Bd6 10. Ne5 10... Nxe5 11. dxe5 11... Bc5 12. Nxe4 12... dxe4 13. Bb5+ 13... c6 14. Bc4 14... O-O 15. Qg4 15... b5 16. Be2 16... a5 17. a3 17... b4 18. axb4 18... axb4 19. Rad1 19... Qa5 20. c3 20... bxc3 21. bxc3 21... Qxc3 22. Rc1 22... Qa3 23. Bg5 23... Rac8 24. Qg3 24... Be7 25. h4 25... Bxg5 26. Qxg5 26... Qb2 27. Bh5 27... Bxh5 28. Qxh5 28... c5 29. Qg5 29... c4 30. h5 30... h6 31. Qe7 31... Qxe5 32. Rfd1 32... Rce8 33. Qb4 33... Rb8 34. Qxc4 34... Qxh5 35. Qxe4 35... Rbc8 36. Qb1 36... Rc5 37. Rd4 37... Rf5 38. Rdc4 38... Qe2 39. Kh2 39... Qxf2 40. Rc8 40... Qh4+ 41. Kg1 41... Qf2+ 42. Kh2 42... Rh5#,42
Rated Blitz game,https://lichess.org/wJYdkSkz,2025.07.01,-,Hermes1972,Ippolo,1-0,2025.07.01,00:00:25,1152,1161,+6,-6,C24,Bishop's Opening: Berlin Defense,300+3,Normal,1. e4 1... e5 2. Bc4 2... Nf6 3. d3 3... h6 4. Nf3 4... d6 5. c3 5... Bg4 6. Qb3 6... Bxf3 7. Bxf7+ 7... Kd7 8. Qe6+ 8... Kc6 9. gxf3 9... Be7 10. Qc4+ 10... Kd7 11. Be6+ 11... Ke8 12. Bf7+ 12... Kf8 13. Bg6 13... Nc6 14. Qf7#,13
Rated Blitz game,https://lichess.org/2TOsktxc,2025.07.01,-,anaszetoun,willgor,0-1,2025.07.01,00:00:25,1397,1602,-3,+3,C37,King's Gambit Accepted: King's Knight's Gambit,300+3,Normal,1. e4 1... e5 2. f4 2... exf4 3. Nf3 3... g5 4. Bc4 4... g4 5. Nd4 5... Qh4+ 6. g3 6... fxg3 7. Nf5 7... g2+ 8. Nxh4 8... gxh1=Q+ 9. Bf1 9... Be7 10. Nf5 10... Bg5 11. Qxg4 11... f6 12. Nc3 12... d6 13. Nd5 13... h5 14. Qe2 14... Kd8 15. d4 15... Bxc1 16. Rxc1 16... Nc6 17. Rd1 17... Bd7 18. a3 18... Bxf5 19. exf5 19... Nh6 20. Nxf6 20... Rf8 21. Nxh5 21... Re8 22. Ng7 22... Rxe2+ 23. Kxe2 23... Qxh2+ 24. Ke1 24... Qg3+ 25. Kd2 25... Qxg7 26. d5 26... Ne5 27. Re1 27... Nxf5,27
Rated Bullet game,https://lichess.org/4KnYYtvC,2025.07.01,-,NSLawyer,VinRabino,1-0,2025.07.01,00:00:25,2139,2134,+6,-6,B00,Pirc Defense,60+0,Time forfeit,1. e4 1... d6 2. Nc3 2... c6 3. Bc4 3... b5 4. Bb3 4... a5 5. a3 5... Ba6 6. d3 6... Nf6 7. Nge2 7... e6 8. O-O 8... Be7 9. f4 9... O-O 10. Ng3 10... c5 11. f5 11... c4 12. Ba2 12... d5 13. e5 13... Nfd7 14. d4 14... b4 15. axb4 15... axb4 16. Nce2 16... Nb6 17. Nf4 17... Nc6 18. c3 18... bxc3 19. bxc3 19... Bg5 20. Qg4 20... Bxf4 21. Bxf4 21... exf5 22. Nxf5 22... g6 23. Bh6 23... Re8 24. Nd6 24... Re6 25. Rxf7 25... Rxd6 26. Rg7+ 26... Kh8 27. exd6 27... Qxd6 28. Rf1 28... Na4 29. Bb1 29... Rg8 30. Rxg8+ 30... Kxg8 31. Bxg6 31... hxg6 32. Rf8+ 32... Qxf8 33. Bxf8 33... Kxf8 34. Qxg6 34... Ne7 35. Qxa6 35... Ke8 36. Qxa4+ 36... Kf7 37. Qd7 37... Kf6 38. Qd6+,37
Rated Blitz game,https://lichess.org/xFusGzco,2025.07.01,-,Kevkolas,kakashirrete_sensei,0-1,2025.07.01,00:00:26,1299,1232,-8,+7,B01,Scandinavian Defense,180+2,Time forfeit,1. e4 1... d5 2. e5 2... e6 3. Nf3 3... Bc5?! 4. Bd3 4... Nc6 5. O-O 5... h6 6. a3 6... Nge7 7. b4 7... Bb6 8. c4? 8... dxc4 9. Bxc4 9... a6 10. Bb2 10... Ba7 11. d4 11... b5 12. Bb3 12... Bb7 13. Nc3? 13... Nxd4 14. Nxd4 14... Bxd4?! 15. Qg4? 15... Bxe5? 16. Rfd1 16... Qc8 17. Rd3 17... Bc6? 18. Rad1?! 18... Qb7?? 19. Bxe6 19... fxe6? 20. Qxe6?? 20... Bd6 21. Re1 21... Kd8?? 22. Rxd6+?? 22... cxd6 23. Qxd6+ 23... Kc8?! 24. Rxe7 24... Bd7?? 25. Qe5?? 25... Qc6 26. Kf1?? 26... Qc4+? 27. Ke1 27... Rf8? 28. Qc5+?? 28... Qxc5 29. bxc5 29... Kc7?? 30. Nd5+ 30... Kc6 31. Bd4?? 31... Bf5?? 32. Nb6?? 32... Rfe8 33. Rxe8 33... Rxe8+ 34. Kd2 34... Bg6 35. f3 35... Bh7 36. g4 36... g5 37. h3 37... a5 38. Kc3 38... a4? 39. Kb4 39... Re1 40. Be5?? 40... Rb1+? 41. Ka5 41... Bd3 42. Na8? 42... Rb3?,42
Rated Blitz tournament https://lichess.org/tournament/pTMQo7Vz,https://lichess.org/td1fahhh,2025.07.01,-,OsiasPortel,rolandobrazil,1-0,2025.07.01,00:00:26,1763,1835,+7,-7,B06,Modern Defense: Two Knights Variation,180+2,Normal,1. Nf3 1... g6 2. e4 2... Bg7 3. d4 3... d6 4. Nc3 4... Nd7 5. Bc4 5... e6 6. O-O 6... c6 7. Bg5 7... f6 8. Bf4 8... d5 9. exd5 9... cxd5 10. Bb5 10... a6 11. Ba4 11... b5 12. Bb3 12... Ne7 13. Re1 13... Nb6 14. h3 14... Nc4 15. Bxc4 15... dxc4 16. Nh2 16... O-O 17. Bg3 17... Nd5 18. f4 18... Nxc3 19. bxc3 19... f5 20. Nf3 20... Qa5 21. Qd2 21... Re8 22. Ng5 22... h6 23. Nf3 23... Bb7 24. Ne5 24... Kh7 25. Nd7 25... Bd5 26. Nc5 26... Qb6 27. a4 27... Bf8 28. Bf2 28... Bxc5 29. dxc5 29... Qc6 30. Bd4 30... Be4 31. Qe3 31... bxa4 32. Qg3 32... Re7 33. Qh4 33... Rf7 34. g4 34... fxg4 35. hxg4 35... Bxc2 36. f5 36... exf5 37. gxf5 37... Bxf5 38. Re7 38... Ra7 39. Rxa7 39... Rxa7 40. Re1 40... g5 41. Qg3 41... Qg6 42. Qe5 42... Ra8 43. Qe7+ 43... Kg8 44. Qe5 44... Qh7 45. Qd5+ 45... Qf7 46. Qe5 46... Qh7 47. Qd5+ 47... Qf7 48. Qxa8+ 48... Kh7 49. Re8 49... Kg6 50. Qc6+ 50... Kh5 51. Qf3+ 51... Kg6 52. Qe3 52... Bd3 53. Re6+ 53... Kf5 54. Rf6+ 54... Qxf6 55. Bxf6 55... Kxf6 56. c6 56... Bf5 57. Qd4+ 57... Kg6 58. Qxc4 58... a3 59. Qxa6 59... a2,59
Rated Blitz tournament https://lichess.org/tournament/pTMQo7Vz,https://lichess.org/mM9qLx09,2025.07.01,-,malonepracinha,oNekinho38,1-0,2025.07.01,00:00:26,1763,1661,+4,-4,C30,King's Gambit,180+2,Normal,1. e4 1... e5 2. f4 2... c6 3. Nf3 3... d5 4. Nc3 4... dxe4 5. Nxe4 5... exf4 6. Bc4 6... Bg4 7. Qe2 7... Be7 8. Neg5 8... Nf6 9. Bxf7+ 9... Kf8 10. Be6 10... Bh5 11. Bf5 11... h6 12. Ne6+,11
Rated Rapid tournament https://lichess.org/tournament/u60i12J4,https://lichess.org/3QPTzeT3,2025.07.01,-,abdulrahmanadil,NeelRanjanX,0-1,2025.07.01,00:00:26,1021,1209,-6,+7,C50,Italian Game: Anti-Fried Liver Defense,600+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... h6 4. O-O 4... Bc5?! 5. h4? 5... Nf6 6. Nc3 6... O-O 7. d3 7... d6 8. a3?! 8... Bg4 9. b4?! 9... Bxf3?? 10. gxf3?? 10... Bb6? 11. b5 11... Na5 12. Bd5? 12... Nxd5? 13. Nxd5 13... c6 14. Nxb6 14... axb6 15. bxc6 15... bxc6 16. Bd2 16... Qxh4 17. Bxa5? 17... Rxa5 18. Rb1? 18... b5? 19. c4? 19... Re8 20. cxb5?? 20... Rxb5?? 21. Rxb5?? 21... cxb5?? 22. Qb3? 22... Re6 23. Qxb5?? 23... Rg6#,23
Rated Rapid tournament https://lichess.org/tournament/u60i12J4,https://lichess.org/TIQpmqJo,2025.07.01,-,Saanvi_soma,VivaanPK,1-0,2025.07.01,00:00:26,934,807,+10,-8,C57,"Italian Game: Two Knights Defense, Knight Attack",600+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. Ng5 4... Qe7 5. Nxf7 5... Rg8 6. O-O 6... b5 7. Bd5 7... Nxd5 8. exd5 8... Nd4 9. Re1 9... Bb7 10. Nxe5 10... Bxd5 11. Nc6 11... Ne6 12. Nxe7 12... Bxe7 13. Qh5+ 13... g6 14. Qxd5 14... Nf4 15. Qxa8+ 15... Kf7 16. d3 16... Rxa8 17. Bxf4 17... Rb8 18. Bxc7 18... Rc8 19. Bg3 19... Bb4 20. c3 20... Bc5 21. Bh4 21... Rf8 22. Nd2 22... Kg8 23. Ne4 23... Bxf2+ 24. Bxf2 24... Re8 25. Bxa7 25... Rf8 26. Bc5 26... Rf5 27. Rad1 27... Rf8 28. Bxf8 28... Kxf8 29. Rf1+ 29... Kg7 30. Ng5 30... h6 31. Rf7+ 31... Kg8 32. Rxd7 32... hxg5 33. Re1 33... g4 34. Re8#,33
Rated Bullet game,https://lichess.org/MXgFQD58,2025.07.01,-,elreyenigma02,xCapa_Negrax,0-1,2025.07.01,00:00:26,2146,2168,-6,+6,A40,Horwitz Defense,120+0,Normal,1. d4 1... e6 2. e3 2... d5 3. Nf3 3... f5 4. Nbd2 4... Nf6 5. c4 5... c5 6. cxd5 6... cxd4 7. Nxd4 7... Qxd5 8. Bc4 8... Qxg2 9. Rf1 9... Nd5 10. Qb3 10... Be7 11. Nxe6 11... Bxe6 12. Qxb7 12... Nxe3 13. Qxg2 13... Nxg2+ 14. Kd1 14... Bxc4 15. Nxc4 15... O-O 16. Rg1 16... Nh4 17. Bh6 17... Ng6 18. Ne5 18... gxh6 19. Nxg6 19... hxg6 20. Rxg6+ 20... Kh7 21. Re6 21... Bg5 22. Kc2 22... Rc8+ 23. Kd3 23... Rd8+ 24. Kc4 24... Nd7 25. b4 25... Nb6+ 26. Kb3 26... Rd3+ 27. Kc2 27... Rd2+ 28. Kc3 28... Rc8+ 29. Kb3 29... Rd3+ 30. Kb2 30... Na4+ 31. Kb1 31... Rc1#,31
Rated Blitz game,https://lichess.org/giMzzIxT,2025.07.01,-,Rudysw,skp92,1-0,2025.07.01,00:00:27,1057,960,+4,-4,A00,Polish Opening,300+0,Normal,1. b4 1... d5 2. Bb2 2... d4 3. Nf3 3... Nc6 4. b5 4... Nb4 5. Nxd4 5... e5 6. Nf3 6... e4 7. Nd4 7... c5 8. a3 8... Nd5 9. Nb3 9... c4 10. Nd4 10... f5 11. e3 11... a5 12. Qh5+ 12... g6 13. Qe2 13... Bd6 14. Qxc4 14... Nb6 15. Qe2 15... Bd7 16. Nc6 16... Bxc6 17. Bxh8 17... Bd5 18. Nc3 18... Bc4 19. d3 19... exd3 20. cxd3 20... Bb3 21. Rb1 21... a4 22. Qf3 22... Rb8 23. Be2 23... Bxa3 24. Bg7 24... Bc2 25. Ra1 25... Bb2 26. Ra2 26... Bxc3+ 27. Bxc3 27... Rc8 28. Rxc2 28... a3 29. Kd2 29... Na4 30. Qxb7 30... Nf6 31. Bxf6 31... Qa5+ 32. Kc1 32... Qe1+ 33. Rxe1 33... Rxc2+,33
Rated Blitz game,https://lichess.org/4uE9oVQw,2025.07.01,-,Black_Kamen_Riden,PL931101,0-1,2025.07.01,00:00:27,1591,1568,-6,+6,B01,Scandinavian Defense: Valencian Variation,300+0,Time forfeit,1. e4 1... d5 2. exd5 2... Qxd5 3. Nc3 3... Qd8 4. Nf3 4... Bf5 5. b3 5... Nc6 6. Bb2 6... Qd7 7. h3 7... O-O-O 8. Bb5 8... a6 9. Bxc6 9... Qxc6 10. O-O 10... e6 11. Ne5 11... Qe8 12. Qf3 12... f6 13. Nd3 13... Bd6 14. Ne4 14... g5 15. Nxd6+ 15... Rxd6 16. Nc5 16... Rc6 17. Na4 17... h5 18. Rfe1 18... g4 19. hxg4 19... hxg4 20. Qg3 20... Qh5 21. f3 21... Qh1+ 22. Kf2 22... Qh6 23. fxg4 23... Qxd2+ 24. Re2 24... Qg5 25. gxf5 25... Qxf5+ 26. Qf3 26... Qg6 27. Rae1 27... e5 28. Nc3 28... Ne7 29. Nd5 29... Nxd5 30. Qxd5 30... Qf5+ 31. Qf3 31... Qg6 32. c4 32... Qg5 33. Re4 33... Qd2+ 34. R1e2 34... Qd7 35. Qg4 35... Qxg4 36. Rxg4 36... Re6 37. Rg6 37... Rf8 38. Kg1 38... Re7 39. Rf2 39... f5 40. Rg5 40... f4 41. Rxe5 41... Rd7 42. Re4 42... Rd1+ 43. Re1 43... Rxe1+ 44. Kh2 44... Rh8+ 45. Bxh8 45... Re8 46. Bb2 46... Rf8 47. Kh3 47... Rf7 48. Kg4 48... c6 49. Kf3 49... Rf5 50. Ke2 50... Kd7 51. Kf1 51... Ke6 52. g3 52... fxg3 53. Rxf5 53... Kxf5 54. Kg2 54... Kg4 55. Bc1 55... c5 56. Bd2 56... b5 57. Be1 57... bxc4 58. bxc4 58... Kf4 59. Bxg3+ 59... Ke4 60. Bd6 60... Kd3 61. Bxc5 61... Kxc4 62. Bb6 62... Kb5 63. Bf2 63... a5 64. Bd4 64... a4 65. Bb2 65... Kc4 66. a3 66... Kd3 67. Bc1 67... Kc2 68. Bb2 68... Kxb2 69. Kf3 69... Kxa3 70. Ke3 70... Kb3 71. Kd4 71... a3 72. Kc5 72... a2 73. Kd6 73... a1=Q,73
Rated Blitz game,https://lichess.org/63XaKmaF,2025.07.01,-,RashidGad,HumbertoSalazar,0-1,2025.07.01,00:00:27,1518,1518,-5,+6,C20,King's Pawn Game: Napoleon Attack,300+0,Normal,1. e4 1... e5 2. Qf3 2... f6 3. Be2 3... c6 4. Qg3 4... Ne7 5. Nh3 5... Ng6 6. Bh5 6... Kf7 7. d3 7... Bb4+ 8. c3 8... Ba5 9. Bg5 9... fxg5 10. Nxg5+ 10... Kg8 11. Nf3 11... Qf6 12. Nbd2 12... d6 13. Nc4 13... Bc7 14. Nfd2 14... Be6 15. O-O-O 15... Bf7 16. Qg4 16... Na6 17. Qc8+ 17... Rxc8,17
Rated Blitz game,https://lichess.org/kw5OBDwp,2025.07.01,-,Luigi1969,krkooo,1-0,2025.07.01,00:00:27,1073,1061,+5,-6,B00,Owen Defense,300+0,Time forfeit,1. e4 1... b6 2. d4 2... Bb7 3. f3 3... g6 4. c4 4... Bg7 5. Be3 5... e5 6. d5 6... Ne7 7. Nc3 7... c5 8. Nh3 8... d6 9. g3 9... Na6 10. a3 10... Bc8 11. Ng5 11... O-O 12. Qe2 12... h6 13. Nh3 13... Bxh3 14. Bxh3 14... Nc7 15. Qd2 15... a5 16. Bxh6 16... b5 17. Bxg7 17... Kxg7 18. b3 18... Rh8 19. Bg2 19... bxc4 20. bxc4 20... Rb8 21. Kf2 21... Qd7 22. a4 22... f6 23. Nb5 23... Ra8 24. h4 24... Nxb5 25. axb5 25... a4 26. Bh3 26... Qa7 27. Be6 27... a3 28. g4 28... g5 29. hxg5 29... Rxh1 30. Rxh1 30... a2 31. Ra1 31... Ng6 32. gxf6+ 32... Kxf6 33. g5+ 33... Ke7 34. Kg3 34... Nf4 35. Qh2 35... Nxe6 36. Qh7+,35
Rated Blitz game,https://lichess.org/KD83B7Zv,2025.07.01,-,ahmedokail23,Arcan33,1-0,2025.07.01,00:00:27,1104,1120,+8,-6,C23,Bishop's Opening: Boi Variation,300+0,Time forfeit,1. e4 1... e5 2. Bc4 2... Bc5 3. Qf3 3... Qf6 4. Qxf6 4... Nxf6 5. Nf3 5... Nxe4 6. Nxe5 6... O-O 7. O-O 7... Bd4 8. d3 8... Bxe5 9. dxe4 9... Nc6 10. c3 10... d6 11. Na3 11... a6 12. b4 12... b5 13. Bd5 13... Bb7 14. Bb2 14... Rab8 15. Rac1 15... g6 16. g3 16... Kh8 17. f4 17... Bg7 18. Rf2 18... Nxb4 19. cxb4 19... Bxb2 20. Rxb2 20... f5 21. exf5 21... Bxd5 22. fxg6 22... hxg6 23. Rxc7 23... Rfe8 24. Rd7 24... Re1+ 25. Kf2 25... Ba8 26. Rxd6 26... Rbe8 27. Rxa6 27... R8e2+ 28. Rxe2 28... Ra1 29. Rxa8+,28
Rated Blitz game,https://lichess.org/i80iqKGo,2025.07.01,-,scorpio2022,Eyes0pen,1-0,2025.07.01,00:00:27,2425,2246,+3,-3,B12,"Caro-Kann Defense: Advance Variation, Tal Variation",300+0,Normal,1. e4 1... c6 2. d4 2... d5 3. e5 3... Bf5 4. h4 4... h5 5. c4 5... e6 6. Nc3 6... Bb4 7. Bd3 7... Ne7 8. Bg5 8... Bxd3 9. Qxd3 9... Nd7 10. cxd5 10... Bxc3+ 11. bxc3 11... cxd5 12. Nf3 12... f6 13. exf6 13... gxf6 14. Bf4 14... Kf7 15. O-O 15... Nf5 16. Rfe1 16... Rg8 17. Rxe6 17... Kxe6 18. Re1+ 18... Kf7 19. Qxf5 19... Nb6 20. Qxh5+ 20... Rg6 21. Qh7+ 21... Rg7 22. Qf5 22... Qd7 23. Qh5+ 23... Rg6 24. Bg5 24... Rg8 25. g3 25... Qf5 26. Qh7+ 26... R8g7 27. Qh8 27... Qd7 28. Bh6 28... Nc4 29. Bxg7 29... Rxg7 30. Qh5+ 30... Rg6 31. Kg2 31... Nd6 32. Re5 32... Ne4 33. Rxd5 33... Qc6 34. Qh7+ 34... Rg7 35. Qf5 35... Nxc3 36. Rd7+ 36... Kf8 37. Rxg7 37... Kxg7 38. h5 38... Nxa2 39. Qg6+ 39... Kf8 40. h6,39
Rated Blitz game,https://lichess.org/ueFHOuK7,2025.07.01,-,Chumbix,Dinamofanat,1-0,2025.07.01,00:00:27,1333,1328,+6,-6,C41,Philidor Defense,300+0,Time forfeit,1. e4 1... e5 2. Nf3 2... d6 3. Bc4 3... Be7 4. Nc3 4... c6 5. d3 5... Bf6 6. a4 6... Ne7 7. Bg5 7... Ng6 8. Bxf6 8... Qxf6 9. O-O 9... O-O 10. h3 10... Nh4 11. Nxh4 11... Qxh4 12. Qf3 12... Nd7 13. Rad1 13... Nf6 14. d4 14... Qg5 15. dxe5 15... Qxe5 16. Rfe1 16... Nh5 17. b4 17... Nf4 18. Ne2 18... Ng6 19. Ng3 19... a6 20. Nf5 20... b5 21. Bb3 21... c5 22. bxc5 22... dxc5 23. Nd6 23... Be6 24. Bxe6 24... fxe6 25. Qg3 25... Nf4 26. axb5 26... axb5 27. Nxb5 27... Rad8 28. Rxd8 28... Rxd8 29. c4 29... Rd1 30. Rxd1 30... Ne2+ 31. Kh2 31... Nxg3 32. Kg1 32... Nxe4 33. Rd8+ 33... Kf7 34. Nd6+ 34... Kg6 35. Nxe4 35... Qxe4 36. Rd1,35
