Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,Moves,NumMoves
Rated Blitz game,https://lichess.org/ug9lyNGr,2025.07.01,-,Noron13,Ramirito1,0-1,2025.07.01,00:00:19,1383,1410,-5,+6,C40,King's Pawn Game: Busch-Gass Gambit,300+0,Normal,1. e4 1... e5 2. Nf3 2... Bc5 3. c3 3... Nf6 4. Nxe5 4... Qe7 5. d4 5... Bd6 6. Nf3 6... Nxe4 7. Nbd2 7... Nxc3+,7
Rated Blitz game,https://lichess.org/IEUh7Yos,2025.07.01,-,matt2t,Breymanlabastida,0-1,2025.07.01,00:00:19,1116,1115,-6,+6,A00,Grob Opening,300+0,Normal,1. g4 1... g6 2. Bg2 2... Bg7 3. Bd5 3... e6 4. Bg2 4... Ne7 5. g5 5... Nbc6 6. d4 6... Nxd4 7. Qxd4 7... Bxd4 8. Nf3 8... Bb6 9. b3 9... O-O 10. Bb2 10... d5 11. O-O 11... Nc6 12. h3 12... d4 13. Nh2 13... e5 14. Ng4 14... Qxg5 15. Bc1 15... Qf6 16. Nxf6+ 16... Kg7 17. Ng4 17... Nb4 18. Na3 18... Bxg4 19. hxg4 19... f5 20. Bxb7 20... Rab8 21. Bg2 21... fxg4 22. f3 22... gxf3 23. Bxf3 23... d3+ 24. Kg2 24... dxe2 25. Bxe2 25... Rxf1 26. Kxf1 26... Rf8+ 27. Ke1 27... Bf2+ 28. Kd1 28... c5 29. Bg5 29... Nd5 30. Bc4 30... Nc3+ 31. Kd2 31... Ne4+ 32. Kd3 32... Nxg5 33. Nb5 33... e4+ 34. Ke2 34... a6 35. Nd6 35... Bd4 36. Rg1 36... Nh3 37. Rh1 37... Nf4+ 38. Kd2 38... e3+ 39. Ke1 39... Ng2+ 40. Ke2 40... Rf2+ 41. Kd3 41... e2 42. Kd2 42... e1=Q+ 43. Kd3 43... Qxh1 44. Ne4 44... Qd1+ 45. Nd2 45... Qxd2+ 46. Ke4 46... Qxc2+ 47. Kd5 47... Qxa2 48. Kc6 48... Qe2 49. Kd5 49... Qe5+ 50. Kc6 50... Rf6+ 51. Kb7 51... Qe7+ 52. Kc8 52... Rf8#,52
Rated Blitz game,https://lichess.org/SoulduVH,2025.07.01,-,Senopati_Mahesa,Dimon_73,0-1,2025.07.01,00:00:19,2041,1954,-22,+7,A40,Englund Gambit: Hartlaub-Charlick Gambit,300+0,Normal,1. d4 1... e5 2. dxe5 2... d6 3. e6 3... Bxe6 4. Nc3 4... Nc6 5. Nf3 5... Nf6 6. h3 6... h6 7. a3 7... g5 8. e4 8... Bg7 9. Bb5 9... O-O 10. e5 10... Nxe5 11. Nxe5 11... dxe5 12. Qxd8 12... Raxd8 13. O-O 13... c6 14. Be2 14... Nd5 15. Rd1 15... Nxc3 16. Rxd8 16... Nxe2+ 17. Kf1 17... Nxc1 18. Rxf8+ 18... Kxf8 19. Rxc1 19... e4 20. Re1 20... f5 21. b4 21... Ke7 22. f3 22... Bd5 23. a4 23... Kd6 24. Rd1 24... Ke5 25. b5 25... exf3 26. Re1+ 26... Kd6 27. gxf3 27... Bxf3 28. bxc6 28... bxc6 29. Re3 29... Be4 30. c4 30... c5 31. Rb3 31... Bd4 32. Rb8 32... h5 33. Rd8+ 33... Ke5 34. a5 34... g4 35. h4 35... Bd3+ 36. Kg2 36... Bxc4 37. Re8+ 37... Kf4 38. Rd8 38... Ke3 39. Kg3 39... f4+ 40. Kg2 40... f3+ 41. Kg3 41... Be5#,41
Rated Bullet game,https://lichess.org/UQSyFgWm,2025.07.01,-,gacavara,doodlestoo,1-0,2025.07.01,00:00:19,1490,1454,+5,-5,A40,Queen's Pawn Game: Modern Defense,60+0,Time forfeit,1. d4 1... g6 2. h3 2... Bg7 3. e3 3... d6 4. g4 4... Nf6 5. f4 5... O-O 6. Be2 6... a6 7. g5 7... Nfd7 8. h4 8... c5 9. c3 9... cxd4 10. cxd4 10... e5 11. fxe5 11... dxe5 12. h5 12... exd4 13. exd4 13... Qa5+ 14. Bd2 14... Qd5 15. Bf3 15... Qf5 16. hxg6 16... fxg6 17. Nc3 17... Nb6 18. Be3 18... Nc4 19. Qe2 19... Nxe3 20. Bg4 20... Nc2+ 21. Qxc2 21... Qxg4 22. Nge2 22... Bf5 23. Qb3+ 23... Kh8 24. Nd5 24... Nd7 25. Ne7 25... Qxe2+ 26. Kxe2 26... Rae8 27. Rhe1 27... Rxe7+ 28. Kf3 28... Rxe1 29. Rxe1 29... Be6+ 30. Ke4 30... Bxb3 31. d5 31... Nc5+ 32. Ke3 32... Bxa2 33. Kd2 33... Bxd5 34. b4,33
Rated Bullet game,https://lichess.org/noJw8NIx,2025.07.01,-,MadeinDetroit,maraam,0-1,2025.07.01,00:00:19,1655,1684,-5,+5,A00,Mieses Opening,60+0,Time forfeit,1. d3 1... d5 2. e3 2... Nf6 3. Nd2 3... e6 4. Nb3 4... Be7 5. Bd2 5... O-O 6. c3 6... b6 7. Qc2 7... Bb7 8. O-O-O 8... Nbd7 9. f3 9... c5 10. g4 10... a5 11. Kb1 11... a4 12. Nc1 12... b5 13. g5 13... Ne8 14. h4 14... b4 15. cxb4 15... cxb4 16. b3 16... axb3 17. Nxb3 17... Nc5 18. Nh3 18... Nxb3 19. Qxb3 19... Bc6 20. Be2 20... Ba4 21. Qb2 21... Bxd1 22. Rxd1 22... Nd6 23. Nf4 23... Nf5 24. e4 24... dxe4 25. dxe4 25... Nd6 26. Bxb4 26... Qb6 27. a3 27... Rfe8 28. Ka2 28... Nb5 29. Bxb5 29... Qxb5 30. Nd3 30... Bxb4 31. Nxb4 31... Qc4+ 32. Qb3 32... Qe2+ 33. Kb1 33... Qf2,33
Rated Bullet game,https://lichess.org/Ql8RXfhv,2025.07.01,-,MissMango,iantsla,0-1,2025.07.01,00:00:19,2020,2016,-5,+6,C00,French Defense: Perseus Gambit,60+0,Time forfeit,1. e4 1... d5 2. Nf3 2... e6 3. d4 3... f6 4. exd5 4... exd5 5. Nc3 5... Ne7 6. Bf4 6... a6 7. Bd3 7... b6 8. O-O 8... Bb7 9. Qd2 9... Nbc6 10. Ne2 10... Qd7 11. c3 11... O-O-O 12. Rac1 12... Kb8 13. Be3 13... Ka7 14. c4 14... h5 15. c5 15... g5 16. cxb6+ 16... cxb6 17. Ne1 17... h4 18. h3 18... g4 19. hxg4 19... Qxg4 20. f3 20... Qg8 21. Kf2 21... h3 22. gxh3 22... Rxh3 23. Rg1 23... Rh2+ 24. Ng2 24... Nc8 25. Bf4 25... Bd6 26. Bxh2 26... Bxh2 27. Rh1 27... Bc7 28. b3 28... Nd6 29. Nef4 29... Nxd4 30. Bh7 30... Qg7 31. Qxd4 31... Nb5 32. Rxc7 32... Nxd4 33. Rxg7 33... Nc2 34. Nxd5 34... Rxd5 35. Be4 35... Ra5 36. Rxb7+ 36... Ka8 37. Rxb6+ 37... Ka7 38. Rb7+ 38... Ka8 39. Rb5+ 39... Ka7 40. Rxa5 40... Kb6 41. Rb5+ 41... Kxb5 42. Bxc2 42... Kb4,42
Rated Bullet game,https://lichess.org/RahIkqj4,2025.07.01,-,francoram,mz_mugen,1-0,2025.07.01,00:00:19,1916,1922,+6,-6,C01,French Defense: Exchange Variation,60+0,Normal,1. e4 1... e6 2. d4 2... d5 3. exd5 3... exd5 4. Nf3 4... Nf6 5. Bd3 5... Bd6 6. O-O 6... O-O 7. h3 7... Be6 8. Re1 8... Nbd7 9. Nc3 9... c5 10. dxc5 10... Nxc5 11. Bg5 11... Nxd3 12. Qxd3 12... Be7 13. Rad1 13... h6 14. Bxf6 14... Bxf6 15. Nxd5 15... Bxd5 16. Qxd5 16... Qb6 17. b3 17... Bc3 18. Re3 18... Bf6 19. Red3 19... Rfe8 20. c4 20... Qa5 21. Qxa5,20
Rated Bullet game,https://lichess.org/44If2RSn,2025.07.01,-,dbronks2,MyagizT,0-1,2025.07.01,00:00:19,1926,1931,-6,+6,D31,Queen's Gambit Declined: Queen's Knight Variation,60+0,Normal,1. d4 1... d5 2. c4 2... e6 3. Nc3 3... dxc4 4. e3 4... Nf6 5. Bxc4 5... Bb4 6. Bd2 6... Bxc3 7. bxc3 7... Nbd7 8. Qc2 8... b6 9. Bd3 9... Bb7 10. Nf3 10... Qe7 11. c4 11... O-O-O 12. Bc3 12... Kb8 13. Ke2 13... c5 14. Rhb1 14... cxd4 15. Bxd4 15... Nc5 16. a4 16... Nxd3 17. Qxd3 17... Be4 18. Qc3 18... Bxb1 19. Rxb1 19... Nd7 20. a5 20... Qd6 21. axb6 21... Nxb6 22. Bxb6 22... axb6 23. Nd4 23... Rc8 24. Rb4 24... Rc6 25. Nxc6+ 25... Qxc6 26. Qb3 26... Kb7 27. Qd3 27... Rc8 28. f3 28... Rc7 29. e4 29... g6 30. Ke3 30... f5 31. h3 31... fxe4 32. fxe4 32... h6 33. g4 33... Qc5+ 34. Kf4 34... g5+ 35. Kf3 35... Qxb4 36. e5 36... Qxc4 37. Qxc4 37... Rxc4 38. Ke3 38... Kc6 39. Kd3 39... Kd5 40. Ke3 40... b5 41. Kd3 41... b4,41
Rated Bullet game,https://lichess.org/5ehk1iJx,2025.07.01,-,mastermated,Fazeketan1414,0-1,2025.07.01,00:00:19,1176,1123,-7,+7,B01,Scandinavian Defense: Main Line,60+0,Time forfeit,1. e4 1... d5 2. exd5 2... Qxd5 3. Nc3 3... Qa5 4. Nf3 4... Nf6 5. d4 5... Bg4 6. Be2 6... Nc6 7. Bd2 7... O-O-O 8. Ne4 8... Qf5 9. Nc5 9... Bxf3 10. Bxf3 10... Rxd4 11. Nxb7 11... Kxb7 12. Bxc6+ 12... Kxc6 13. c3 13... Qe4+ 14. Kf1 14... Qd3+ 15. Kg1 15... Rd5 16. Qa4+ 16... Qb5 17. Qe4 17... Nxe4 18. Be3 18... Qd3 19. h4 19... Qxe3 20. fxe3 20... Nd2 21. Kh2 21... Nc4 22. b4 22... Nb2 23. Rab1 23... Na4 24. c4 24... Rd3 25. b5+ 25... Kc5 26. b6 26... Rxe3 27. Rb5+ 27... Kxc4 28. Rhb1 28... Nxb6,28
Rated Bullet game,https://lichess.org/50RC7b3p,2025.07.01,-,Ecclesia_6,equinox772,1-0,2025.07.01,00:00:19,2013,2003,+60,-5,C49,"Four Knights Game: Spanish Variation, Double Spanish",60+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. Nc3 3... Nf6 4. Bb5 4... Bb4 5. Bxc6 5... dxc6 6. Nxe5 6... O-O 7. d3 7... Re8 8. Nf3 8... Bg4 9. O-O 9... c5 10. Bg5 10... c4 11. Bxf6 11... Qxf6 12. Nd5 12... Qg6 13. Nxb4 13... Bh3 14. Nh4 14... Qg5 15. Qf3 15... Bg4 16. Qg3 16... cxd3 17. cxd3 17... Rad8 18. Nf3 18... Qg6 19. Ne5 19... Qh5,19
Rated Bullet game,https://lichess.org/tObeVtG8,2025.07.01,-,joaovitor9,Turm_Hanks,1-0,2025.07.01,00:00:19,1136,1149,+6,-6,C24,Bishop's Opening: Vienna Hybrid,60+0,Time forfeit,1. e4 1... e5 2. Bc4 2... Nc6 3. Nc3 3... Nf6 4. d3 4... Bc5 5. h4 5... O-O 6. g4 6... d6 7. g5 7... Ng4 8. f3 8... Nf2 9. Qe2 9... Nxh1 10. Nd5 10... Bf2+ 11. Kf1 11... Nd4 12. Qd2 12... Ng3+ 13. Kxf2 13... Nh1+ 14. Kg2 14... Bh3+ 15. Kxh3 15... Nf2+ 16. Kg2 16... Ng4 17. fxg4 17... Ne6 18. h5 18... Nf4+ 19. Nxf4 19... exf4 20. Kf3 20... Qxg5 21. Nh3 21... Qe5 22. d4,21
Rated Bullet game,https://lichess.org/4eHyuFmN,2025.07.01,-,UmayV06,agbakobamartins,1-0,2025.07.01,00:00:19,1775,1788,+6,-7,C00,Rat Defense: Small Center Defense,60+0,Time forfeit,1. e4 1... d6 2. d4 2... e6 3. Nc3 3... Nf6 4. Nf3 4... Nfd7 5. Bd3 5... Be7 6. b3 6... O-O 7. Bb2 7... f5 8. exf5 8... exf5 9. O-O 9... f4 10. Ne4 10... Nf6 11. Nxf6+ 11... Bxf6 12. c3 12... Nd7 13. Bc2 13... Be7 14. Qd3 14... g6 15. Rfe1 15... Nf6 16. Re2 16... Bf5 17. Qd2 17... Bxc2 18. Qxc2 18... Re8 19. Rae1 19... Qd7 20. c4 20... Bf8 21. Rxe8 21... Rxe8 22. Rxe8 22... Qxe8 23. h3 23... Bg7 24. d5 24... Ne4 25. Bxg7 25... Kxg7 26. Qe2 26... Nf6 27. Qxe8 27... Nxe8 28. Ng5 28... h6 29. Ne6+ 29... Kf6 30. g3 30... fxg3 31. fxg3 31... c6 32. Kf2 32... a5 33. Kf3 33... cxd5 34. cxd5 34... b5 35. Nf4 35... Nc7 36. Ke4 36... a4 37. bxa4 37... bxa4 38. a3 38... Nb5 39. Nd3 39... Nxa3 40. Nb4 40... Nc4 41. g4 41... a3 42. h4 42... g5 43. hxg5+ 43... hxg5 44. Kd4 44... Ne5 45. Ke4,44
Rated Bullet game,https://lichess.org/1LNzbOvD,2025.07.01,-,Zilleruelo,AnatolBalta,1-0,2025.07.01,00:00:19,2375,2533,+8,-8,A04,Zukertort Opening: Slav Invitation,60+0,Time forfeit,1. Nf3 1... c6 2. b3 2... d5 3. Bb2 3... e6 4. e3 4... Nf6 5. Be2 5... Be7 6. O-O 6... O-O 7. c4 7... Re8 8. cxd5 8... cxd5 9. d3 9... Nc6 10. Nbd2 10... a6 11. Rc1 11... Bd7 12. Ne5 12... Nxe5 13. Bxe5 13... b5 14. Nf3 14... Rc8 15. Qd2 15... Qb6 16. Bd4 16... Qb7 17. Qa5 17... Rxc1 18. Rxc1 18... Rc8 19. Rxc8+ 19... Bxc8 20. Ne5 20... Nd7 21. Nf3 21... f6 22. Bb2 22... e5 23. d4 23... e4 24. Nd2 24... Qc6 25. Qc3 25... Bb7 26. Qxc6 26... Bxc6 27. a3 27... Nb6 28. Nb1 28... a5 29. Nc3 29... Kf7 30. Nxb5 30... Bxb5 31. Bxb5 31... Ke6 32. Kf1 32... f5 33. Ke2 33... Bd6 34. Kd2 34... f4 35. g3 35... g5 36. Kc2 36... Nc8 37. Bc3 37... Bc7 38. b4 38... axb4 39. Bxb4 39... Nd6 40. Be2 40... Nf5 41. a4 41... fxe3 42. fxe3 42... Nxe3+ 43. Kb3 43... Nf5 44. Bg4 44... Kf6 45. Bxf5 45... Kxf5 46. a5 46... e3 47. Kc2 47... Ke4 48. Bc5 48... Bxa5 49. Kd1 49... Bc3 50. Ke2 50... Bxd4 51. Bd6 51... Be5 52. Be7 52... d4 53. Bc5 53... d3+ 54. Ke1 54... Kf3 55. Kd1 55... Bc3 56. Bxe3 56... Kxe3 57. g4 57... Bd4 58. h3 58... Ke4 59. Ke1 59... Be3 60. Kf1 60... h6 61. Ke1 61... Kf4 62. Kd1 62... Ke4 63. h4 63... Kf3 64. hxg5 64... Kg3 65. gxh6,64
Rated Bullet game,https://lichess.org/050l3dBc,2025.07.01,-,dionizio1109,Helnes,0-1,2025.07.01,00:00:19,1398,1403,-6,+6,B01,Scandinavian Defense: Blackburne Gambit,60+0,Time forfeit,1. e4 1... d5 2. exd5 2... c6 3. dxc6 3... Nxc6 4. Nc3 4... Bf5 5. Nf3 5... e6 6. Bb5 6... a6 7. Bxc6+ 7... bxc6 8. d3 8... Nf6 9. Bg5 9... h6 10. Bh4 10... Be7 11. O-O 11... Nd5 12. Nxd5 12... cxd5 13. Bxe7 13... Qxe7 14. Ne5 14... O-O 15. d4 15... f6 16. Nc6 16... Qc7 17. Nb4 17... a5 18. Nd3 18... Bxd3 19. Qxd3 19... Rab8 20. b3 20... Rfc8 21. Rac1 21... Rb7 22. a4 22... Qd6 23. c4 23... dxc4 24. bxc4 24... Rd8 25. Rfd1 25... Rb4 26. d5 26... exd5 27. Qxd5+ 27... Qxd5 28. Rxd5 28... Rxd5 29. cxd5 29... Kf8 30. h3 30... Ke8 31. Rc7 31... Kf8 32. d6 32... Rb8 33. d7 33... Rd8 34. Rc8 34... Ke7 35. Rxd8 35... Kxd8 36. g4 36... Kxd7 37. Kg2 37... Kd6 38. Kg3 38... Ke5,38
Rated Bullet game,https://lichess.org/hh96EJsl,2025.07.01,-,MrKhaos,TheCobwebby,0-1,2025.07.01,00:00:19,1963,1973,-6,+6,B06,"Pterodactyl Defense: Eastern, Rhamphorhynchus",60+0,Time forfeit,1. e4 1... g6 2. Nc3 2... Bg7 3. d4 3... c5 4. dxc5 4... Qc7 5. Be3 5... Nf6 6. Bc4 6... Na6 7. Qd4 7... O-O 8. Bxa6 8... bxa6 9. Qd2 9... Rb8 10. Rb1 10... Ng4 11. Nd5 11... Qe5 12. f3 12... Nxe3 13. Qxe3 13... Rxb2 14. Rxb2 14... Qxb2 15. Nxe7+ 15... Kh8 16. Qd2 16... Bc3 17. Qxc3+ 17... Qxc3+ 18. Kf2 18... Qxc5+ 19. Kg3 19... Qxe7 20. Ne2 20... f5 21. exf5 21... Rxf5 22. Nf4 22... Qe5 23. Re1 23... Qxe1+ 24. Kg4 24... Qb4,24
Rated Bullet game,https://lichess.org/V75Oo5Tk,2025.07.01,-,booyoaaa,Guerrero_CHANKA_1977,1-0,2025.07.01,00:00:19,1899,1891,+6,-6,D20,Queen's Gambit Accepted: Saduleto Variation,60+0,Time forfeit,1. d4 1... d5 2. c4 2... dxc4 3. e4 3... c6 4. Bxc4 4... e6 5. Nf3 5... h6 6. Nc3 6... a5 7. Bf4 7... b5 8. Bd3 8... b4 9. Ne2 9... Ba6 10. Ng3 10... Bxd3 11. Qxd3 11... Nf6 12. Rd1 12... Be7 13. O-O 13... a4 14. Qc4 14... b3 15. a3 15... O-O 16. Bxb8 16... Rxb8 17. Qxc6 17... Ra8 18. d5 18... exd5 19. exd5 19... Bd6 20. Nf5 20... Be5 21. Nxe5,20
Rated Bullet game,https://lichess.org/9v5YTS3F,2025.07.01,-,sarolik,ChiefGambit,0-1,2025.07.01,00:00:19,1722,1729,-6,+6,C00,French Defense,60+0,Normal,1. e4 1... e6 2. Bd3 2... g6 3. c3 3... Bg7 4. Bc2 4... Ne7 5. Qe2 5... O-O 6. d3 6... b6 7. Nf3 7... d5 8. h3 8... dxe4 9. dxe4 9... Ba6 10. Be3 10... Bxe2 11. Kxe2 11... Nbc6 12. Nbd2 12... Ne5 13. Rad1 13... Nxf3 14. Nxf3 14... Qc8 15. g4 15... Qa6+ 16. Bd3 16... Qb7 17. Rhg1 17... c5 18. a3 18... Nc6 19. h4 19... Ne5 20. Bc2 20... Nxf3 21. Kxf3 21... Rad8 22. Ke2 22... Rxd1 23. Bxd1 23... Qa6+ 24. Ke1 24... Qb5 25. Bc1 25... c4 26. Rg3 26... Qe5 27. Be2 27... Qxe4,27
Rated Bullet game,https://lichess.org/NOpcAM3Z,2025.07.01,-,TheBionicHawk,evohle,1-0,2025.07.01,00:00:19,1561,1549,+5,-6,A01,Nimzo-Larsen Attack: Classical Variation,60+0,Time forfeit,1. b3 1... d5 2. Bb2 2... c5 3. e3 3... Nc6 4. Nc3 4... e5 5. Qb1 5... d4 6. exd4 6... exd4 7. Nce2 7... Bf5 8. h3 8... Bg6 9. g4 9... Nf6 10. f4 10... Nd5 11. f5 11... h6 12. fxg6 12... fxg6 13. c3 13... Qh4+ 14. Kd1 14... Qf6 15. cxd4 15... Nxd4 16. Nxd4 16... cxd4 17. Qd3 17... Rc8 18. Qb5+ 18... Kf7 19. Qxd5+,18
Rated Bullet game,https://lichess.org/OP6onEIT,2025.07.01,-,JuanRodrigoCam,r_kordi,1-0,2025.07.01,00:00:19,1006,1008,+6,-6,C25,Vienna Game,60+0,Time forfeit,1. e4 1... e5 2. Nc3 2... f6 3. Nf3 3... d5 4. exd5 4... c6 5. Bc4 5... cxd5 6. Bxd5 6... Ne7 7. Bc4 7... a6 8. O-O 8... b5 9. Bb3 9... b4 10. Na4 10... Nf5 11. c4 11... a5 12. d3 12... g5 13. Be3 13... g4 14. Bb6 14... Qd7 15. Nd2 15... Ra6 16. Ne4 16... Bb7 17. Nxf6+ 17... Ke7 18. Nxd7 18... Kxd7 19. c5 19... Bxg2 20. Kxg2 20... Bh6 21. Re1 21... Rf8 22. Rxe5 22... Nd4 23. Rd5+ 23... Kc6 24. Rxd4 24... Kb5 25. Rxg4 25... Be3 26. Rh4,25
Rated Bullet game,https://lichess.org/0AAOvYk6,2025.07.01,-,HowsItGoing,ahmed555588,0-1,2025.07.01,00:00:19,1612,1694,-4,+5,D05,Queen's Pawn Game: Colle System,60+0,Time forfeit,1. d4 1... d5 2. e3 2... Nf6 3. Nf3 3... e6 4. g3 4... Bd6 5. Bg2 5... c5 6. O-O 6... cxd4 7. Nxd4 7... O-O 8. c3 8... e5 9. Ne2 9... e4 10. Re1 10... Bg4 11. Qd2 11... Qd7 12. Nf4 12... Bxf4 13. exf4 13... Bh3 14. Qe3 14... Bxg2 15. Kxg2 15... Ng4 16. Qe2 16... Nc6 17. Qf1 17... Qf5 18. Be3 18... Qh5 19. Qg1 19... Nxe3+ 20. Rxe3 20... Rfe8 21. a3 21... d4 22. cxd4 22... Nxd4 23. Rc3 23... Nf3 24. Qh1 24... Rac8 25. Rxc8 25... Rxc8 26. Nc3 26... Qc5 27. Nxe4 27... Qd5 28. Nc3 28... Qc6 29. Qf1 29... Nd2+ 30. Kg1 30... Nxf1 31. Rxf1 31... Qc4 32. Re1 32... Rd8 33. h4 33... h6 34. Kg2 34... Qd3 35. Re3 35... Rd4 36. Rxd3 36... Rxd3 37. Nb5 37... Rd2 38. Nc7 38... Rxb2 39. Nd5 39... Rb3 40. Ne3 40... Rxa3 41. Nc4 41... Ra2 42. Nd6 42... b5 43. Nb7 43... b4 44. Nc5 44... b3 45. Nxb3 45... Rb2,45
Rated Rapid game,https://lichess.org/qC7AL9Lw,2025.07.01,-,Iosifsh,Psycho_id,1-0,2025.07.01,00:00:20,1728,1631,+4,-5,C41,Philidor Defense,480+3,Normal,1. e4 1... e5 2. Nf3 2... d6 3. h3 3... a6 4. Bc4 4... Be7 5. c3 5... b5 6. Bb3 6... Nc6 7. Bd5 7... Bb7 8. d4 8... exd4 9. Nxd4 9... Nxd4 10. Bxb7 10... Ne6 11. Bxa8 11... Qxa8 12. Nd2 12... Nf6 13. Qe2 13... O-O 14. O-O 14... Nf4 15. Qf3 15... N4h5 16. g4 16... g6 17. gxh5 17... gxh5 18. Kh2 18... Kh8 19. b3 19... Rg8 20. Bb2 20... Rg6 21. Rg1 21... Kg8 22. e5 22... Qxf3 23. Nxf3 23... Ne4 24. Rg2 24... Kf8 25. c4 25... b4 26. Re1 26... Nc5 27. Rd1 27... a5 28. Bd4 28... Ne6 29. exd6 29... Bxd6+ 30. Be5 30... Nf4 31. Rxg6 31... Nxg6 32. Bxd6+ 32... cxd6 33. Rxd6 33... Nf4 34. Ra6 34... Nd3 35. Kg3 35... Kg7 36. Rxa5 36... Kg6 37. Nh4+ 37... Kg7 38. c5 38... f6,38
Rated Blitz game,https://lichess.org/XHlwC3Kx,2025.07.01,-,Hyperopic,simpleEval,0-1,2025.07.01,00:00:21,2230,2291,-5,+5,B06,Rat Defense: Accelerated Gurgenidze,60+3,Normal,1. e4 1... g6 2. d4 2... d6 3. Nc3 3... c6 4. f4 4... d5 5. e5 5... h5 6. Bd3 6... Bg4 7. Nf3 7... Qc7 8. h3 8... Bxf3 9. Qxf3 9... e6 10. O-O 10... Nd7 11. Re1 11... Qa5 12. g4 12... hxg4 13. hxg4 13... Qb6 14. Qf2 14... Nh6 15. Be2 15... c5 16. Be3 16... Qxb2 17. Nb5 17... Nxg4 18. Nc7+ 18... Kd8 19. Nxe6+ 19... fxe6 20. Bxg4 20... Qb6 21. Rab1 21... Qc6 22. Be2 22... a6 23. Bd3 23... Rg8 24. c3 24... c4 25. Bc2 25... Be7 26. Qg3 26... Kc8 27. Re2 27... b5 28. Rh2 28... Nf8 29. f5 29... exf5 30. Bxf5+ 30... Kc7 31. Rh6 31... a5 32. Bd2 32... Rb8 33. Re1 33... b4 34. cxb4 34... axb4 35. e6+ 35... Kb7 36. Re2 36... c3 37. Bf4 37... Re8 38. Bg4 38... Bf6 39. Qe3 39... Qc4 40. Kg2 40... Bxd4 41. Qf3 41... Rg7 42. Rh1 42... g5 43. Bc1 43... Ng6 44. Qh3 44... Rh8 45. Qxh8 45... Nxh8 46. Rxh8 46... Bc5 47. Kf3 47... Qd3+ 48. Kg2 48... Qd4 49. Kh3 49... Qg1 50. e7 50... Qf1+ 51. Rg2 51... Bd6 52. Bc8+ 52... Kb6 53. Be3+ 53... Ka5 54. Kg4 54... Qxg2+ 55. Kh5 55... Qh1+ 56. Kg4 56... Qe4+ 57. Bf4 57... Qxf4+ 58. Kh3 58... Qf3#,58
Rated Blitz game,https://lichess.org/5vpJN8LV,2025.07.01,-,Hyperopic,halcyonbot,0-1,2025.07.01,00:00:21,2230,2302,-4,+4,B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",60+3,Normal,1. e4 1... c6 2. d4 2... d5 3. e5 3... Bf5 4. Nc3 4... e6 5. g4 5... Bg6 6. Nf3 6... h5 7. gxh5 7... Rxh5 8. Bd3 8... Bxd3 9. Qxd3 9... Ne7 10. O-O 10... Nf5 11. Ne2 11... Nd7 12. Ng3 12... Nxg3 13. hxg3 13... Be7 14. g4 14... Rh3 15. Kg2 15... Rh8 16. b3 16... c5 17. c3 17... Qc7 18. Bg5 18... c4 19. bxc4 19... dxc4 20. Qe2 20... Nb6 21. Bxe7 21... Qxe7 22. Nd2 22... Nd5 23. Qf3 23... b5 24. Ne4 24... f6 25. Nd6+ 25... Kd7 26. Nxb5 26... fxe5 27. dxe5 27... Raf8 28. Nd4 28... Rxf3 29. Nxf3 29... Qf7 30. Rad1 30... Qf4 31. Rd4 31... Qh6 32. Ng1 32... Qh1+ 33. Kg3 33... Rh2 34. Rxd5+ 34... exd5 35. Re1 35... g5 36. e6+ 36... Kc7 37. Nf3 37... Rg2#,37
Rated Rapid game,https://lichess.org/9A9la4Gt,2025.07.01,-,arqueiro11,jpx7,0-1,2025.07.01,00:00:21,2077,2241,-3,+3,B20,Sicilian Defense: Mengarini Variation,600+0,Normal,1. e4 1... c5 2. a3 2... a6 3. Nf3 3... d5 4. exd5 4... Qxd5 5. Nc3 5... Qe6+ 6. Qe2 6... Nf6 7. Qxe6 7... Bxe6 8. d4 8... Nbd7 9. dxc5 9... Nxc5 10. Be3 10... Rc8 11. Nd4 11... Bd7 12. O-O-O 12... e5 13. Nf3 13... Ng4 14. Bxc5 14... Bxc5 15. Ne4 15... Bxf2 16. h3 16... Be3+ 17. Kb1 17... Nf2 18. Nxf2 18... Bxf2 19. Nxe5 19... Bf5 20. Bd3 20... Bxd3 21. Nxd3 21... Bg3 22. Rhf1 22... f6 23. Nf2 23... Rc7 24. Ne4 24... Be5 25. Nd6+ 25... Ke7 26. Nf5+ 26... Kf7 27. Nd6+ 27... Ke6 28. Nf5 28... Rhc8 29. c3 29... b5 30. Nxg7+ 30... Rxg7 31. g4 31... h5 32. Rg1 32... hxg4 33. hxg4 33... Rc4 34. Rd8 34... Rcxg4 35. Rxg4 35... Rxg4 36. Ra8 36... Ra4 37. Ka2 37... f5 38. b3 38... Re4 39. Rxa6+ 39... Kf7 40. Ra5 40... Re2+ 41. Kb1 41... Bxc3 42. Rxb5 42... Kg6 43. a4 43... f4 44. a5 44... f3 45. Rd5 45... f2,45
